drug1_id,drug2_id,drug1_name,drug2_name,cell_line,bliss,gamma,source
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PL4,3.0083368,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,-1.6855812,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PL4,-0.036955543,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PL4,-1.1149122,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PL4,0.60658693,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PL4,-0.2373769,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PL4,3.1104057,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PL4,-0.2968847,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PL4,1.219872,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PL4,0.5538771,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PL4,-0.6670195,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PL4,-1.2483371,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,MK-1775,Cisplatin,PL4,1.3635288,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PL4,-0.3311956,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,AZD7762,Navitoclax,PL4,-0.056796886,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PL4,1.7390605,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PL4,0.27757257,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PL4,-0.30160338,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PL4,-0.404202,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PL4,-2.4672787,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Dactolisib,Cisplatin,PL4,0.76960474,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,PL4,0.18025228,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PL4,-0.29668584,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PL4,-0.74117947,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PL4,0.32945547,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PL4,4.210444,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,SDUQYLNIPVEERB-UHFFFAOYSA-N,Cisplatin,Gemcitabine,PL4,2.3065503,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,RCINICONZNJXQF-UHFFFAOYSA-N,Cisplatin,Paclitaxel,PL4,0.0741975,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PL4,-1.0927528,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Cisplatin,Irinotecan,PL4,0.6869274,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Palbociclib,Cisplatin,PL4,0.074323975,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Taselisib,Cisplatin,PL4,0.3782186,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PL4,4.57622,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Oxaliplatin,Cisplatin,PL4,0.7416964,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Ruxolitinib,Cisplatin,PL4,-0.4389685,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PL4,3.0290596,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PL4,-0.11528177,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Cisplatin,Linsitinib,PL4,-0.5899119,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Erlotinib,Cisplatin,PL4,0.2992815,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Olaparib,Cisplatin,PL4,0.58036584,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PL4,1.3029746,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Cisplatin,MK-2206,PL4,2.059067,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,SCH772984,Cisplatin,PL4,0.6222916,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PL4,-1.2602739,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,OSI-027,Cisplatin,PL4,-0.41994324,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Lapatinib,Cisplatin,PL4,0.15841629,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Trametinib,Cisplatin,PL4,1.7428783,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cisplatin,Dasatinib,PL4,-0.122004524,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,5-Fluorouracil,Cisplatin,PL4,-1.5472376,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Galunisertib,Cisplatin,PL4,-0.986591,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,AZD7762,Cisplatin,PL4,0.9946315,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Erlotinib,Navitoclax,PL4,0.6724856,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Navitoclax,Paclitaxel,PL4,0.8355022,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Navitoclax,Sorafenib,PL4,1.735246,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,1.2351873,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,AZD7762,Navitoclax,PL4,-0.92808545,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Navitoclax,Trametinib,PL4,1.835326,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PL4,0.5296727,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Erlotinib,Navitoclax,PL4,-0.6145573,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,5-Fluorouracil,Navitoclax,PL4,0.1706826,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Crizotinib,Sorafenib,PL4,-0.96905905,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,Navitoclax,Dactolisib,PL4,1.397077,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,5-Fluorouracil,Navitoclax,PL4,-0.42067814,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Navitoclax,Crizotinib,PL4,-0.17057642,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Ruxolitinib,Navitoclax,PL4,-0.036274143,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,JROFGZPOBKIAEW-UHFFFAOYSA-N,Navitoclax,OSI-027,PL4,2.7157269,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,MK-1775,Navitoclax,PL4,-0.11794934,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,JROFGZPOBKIAEW-UHFFFAOYSA-N,Navitoclax,OSI-027,PL4,1.0980939,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Navitoclax,MK-2206,PL4,0.26483017,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Navitoclax,Irinotecan,PL4,1.8440087,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Navitoclax,Cisplatin,PL4,0.023464762,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Navitoclax,Trametinib,PL4,1.0216862,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Olaparib,Navitoclax,PL4,-0.2147395,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,SCH772984,Navitoclax,PL4,2.3313,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Taselisib,Navitoclax,PL4,2.7979825,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,MK-1775,Navitoclax,PL4,1.2305804,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,PL4,0.8172417,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Navitoclax,Gemcitabine,PL4,0.42252263,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Galunisertib,Navitoclax,PL4,-0.15039319,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Olaparib,Navitoclax,PL4,-0.4539812,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Ruxolitinib,Navitoclax,PL4,-0.326935,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Oxaliplatin,Navitoclax,PL4,0.6370315,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Navitoclax,Paclitaxel,PL4,0.8314955,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Lapatinib,Navitoclax,PL4,2.4988918,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Lapatinib,Navitoclax,PL4,0.08622907,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Navitoclax,Dasatinib,PL4,0.9916375,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Navitoclax,MK-2206,PL4,1.2601544,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,SCH772984,Navitoclax,PL4,3.5923758,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Navitoclax,Linsitinib,PL4,1.2109832,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Navitoclax,Linsitinib,PL4,1.3610996,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Taselisib,Navitoclax,PL4,3.2580595,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Navitoclax,Crizotinib,PL4,1.9462267,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,PL4,0.858627,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,Navitoclax,Dactolisib,PL4,0.68960255,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Navitoclax,Dasatinib,PL4,1.5760283,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Navitoclax,Gemcitabine,PL4,0.4656633,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Galunisertib,Navitoclax,PL4,0.18977496,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Oxaliplatin,Navitoclax,PL4,0.27203277,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Palbociclib,Navitoclax,PL4,-0.89370924,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Navitoclax,Sorafenib,PL4,0.35364774,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,JLYAXFNOILIKPP-UHFFFAOYSA-N,Palbociclib,Navitoclax,PL4,-0.56985784,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Crizotinib,Linsitinib,PL4,-0.23089318,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Crizotinib,MK-2206,PL4,-0.1670441,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,MK-1775,Crizotinib,PL4,-1.7111292,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Taselisib,Crizotinib,PL4,-1.5135463,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Crizotinib,Paclitaxel,PL4,-1.2371155,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Crizotinib,Sorafenib,PL4,0.5456027,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,5-Fluorouracil,Crizotinib,PL4,-0.6493204,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Palbociclib,Crizotinib,PL4,0.90282243,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,MK-1775,Crizotinib,PL4,0.038182925,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,SCH772984,Crizotinib,PL4,-3.0560331,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Dactolisib,Crizotinib,PL4,1.0230756,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,PL4,-0.10870303,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Ruxolitinib,Crizotinib,PL4,0.34379357,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Erlotinib,Crizotinib,PL4,0.5564727,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Dactolisib,Crizotinib,PL4,1.6673517,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,PL4,-0.4310919,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Crizotinib,Gemcitabine,PL4,-1.5044439,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Crizotinib,Trametinib,PL4,-0.9908679,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Navitoclax,Crizotinib,PL4,3.5093694,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,SDUQYLNIPVEERB-UHFFFAOYSA-N,Crizotinib,Gemcitabine,PL4,-1.0714022,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Crizotinib,Paclitaxel,PL4,-0.58976156,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Lapatinib,Crizotinib,PL4,-0.630467,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-1.8828745,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Palbociclib,Crizotinib,PL4,0.023098975,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Taselisib,Crizotinib,PL4,-2.566932,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Navitoclax,Crizotinib,PL4,2.2157848,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Oxaliplatin,Crizotinib,PL4,-0.84193295,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Ruxolitinib,Crizotinib,PL4,0.1110652,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PL4,-0.6873577,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,AZD7762,Crizotinib,PL4,0.47550872,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Olaparib,Crizotinib,PL4,-0.7442752,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,PKCDDUHJAFVJJB-UHFFFAOYSA-N,Crizotinib,Linsitinib,PL4,0.9959058,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Erlotinib,Crizotinib,PL4,-0.31075808,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Olaparib,Crizotinib,PL4,-0.9218189,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,OSI-027,Crizotinib,PL4,1.0879552,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,Crizotinib,MK-2206,PL4,0.42087677,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,SCH772984,Crizotinib,PL4,-0.59041834,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Galunisertib,Crizotinib,PL4,-0.8701448,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,OSI-027,Crizotinib,PL4,1.035321,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Lapatinib,Crizotinib,PL4,2.1494331,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,Crizotinib,Trametinib,PL4,1.650357,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,LXZZYRPGZAFOLE-UHFFFAOYSA-L,Crizotinib,Cisplatin,PL4,0.3905699,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Crizotinib,Dasatinib,PL4,-0.77809155,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,5-Fluorouracil,Crizotinib,PL4,-2.4098155,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Galunisertib,Crizotinib,PL4,-1.3312923,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,AZD7762,Crizotinib,PL4,-0.64778066,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,KTEIFNKAUNYNJU-UHFFFAOYSA-N,Oxaliplatin,Crizotinib,PL4,-1.2701081,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Crizotinib,Irinotecan,PL4,-0.51402175,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Crizotinib,Dasatinib,PL4,1.5133415,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,RCINICONZNJXQF-UHFFFAOYSA-N,Sorafenib,Paclitaxel,PL4,-1.0454574,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,UWKQSNNFCGGAFS-UHFFFAOYSA-N,Sorafenib,Irinotecan,PL4,-1.1819392,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,AZD7762,Sorafenib,PL4,-0.72593963,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Trametinib,Sorafenib,PL4,-1.5648049,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Navitoclax,Sorafenib,PL4,2.5520406,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Cisplatin,Sorafenib,PL4,-0.07063303,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Erlotinib,Sorafenib,PL4,-0.9989292,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,5-Fluorouracil,Sorafenib,PL4,-1.2078508,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Dactolisib,Sorafenib,PL4,-0.11422495,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,5-Fluorouracil,Sorafenib,PL4,-0.33128476,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Crizotinib,Sorafenib,PL4,-0.40839243,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Ruxolitinib,Sorafenib,PL4,-0.052718148,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,MLDQJTXFUGDVEO-UHFFFAOYSA-N,OSI-027,Sorafenib,PL4,-0.32417205,,GDSC
